review_body,review_date
,
"Place is good and people are nice, Food also delicious, Further, environment of the place is mesmerizing. This place help me to spend relax evening. Furthermore, staff are working super fast, wish them to do the best in future too.",20-Jun-19
,
Was really good time dining on my birthday with my two besties at this restaurant. Quality food and friendly stuff made my dsy extra special. Thank you for their great hospitality skils that help us to make our special days extra special and make memories..,20-Jun-19
,
"Thank you for the best celebration night anyone can ask for. A beautiful night to remember in safe and friendly environment and mostly with a great staff, a special thanks to Mr.Mangala. Always loved Cinnamon for their hospitality.",20-Jun-19
,
We had a wonderful time here. The staff was very friendly snd attention to detail. They were very considerate to proactively arrange a birthday cake for my friend. It is quite safe to visit this hotel as the security checks are very sufficient and we felt as ease at this Hotel. Restaurant Manager Mangala was very polite and helpful and served us with enthusiasm..excellent customer service!! Will definitely visit again..thanks and Good luck!,20-Jun-19
,
Came to the hotel after a long time. Had an excellent time at the restaurant. The prices and food was great. Tasty and authentic. We also want to thank Ashoka Chandanatilaka the manager. The place is safe and I will truly recommend all to come and visit this place.,20-Jun-19
,
"Great location in the heart of Colombo city an absolutely stunning hotel, the staff were very good, priyadarshana from breez bar gave us a excellent service he’s very friendly and flexible food is awesome and specially the location is very romantic luv it",19-Jun-19
,
"We went here for the dinner. From the time of entering the restaurant , we experienced none other than great hospitality and politeness. Now they have placed their tables outside the restaurant so that you could have your meal in tranquility. Great ambience too. Soothing music from the background really is a honey drop to the ears. Service was great. We were immediately provided with the menus and and food arrived within 15 minutes. That's just wow I would say. One of the Fastest we've ever experienced. Food was scrumptious and succulent. It was mouth wateringly delicious. We finished our dishes in no time. Nirosh , who served us was very polite and prompt and friendly. He even offered us green tea after the meals without even asking for those. Just great service. Also the lady executive ( couldn't recall the name) was very friendly and inquired regularly whether our expectations met.Not only from us , but from all the guests. That's how true customer service is. Overall great food, great people and great place . We would definitely visit here again. Keep up the good work guys. Cheers !!!",19-Jun-19
,
"Great food and really nice people ,very nice hotell ,my first trip to Sri Lankaand i will come back agian , very lovely hotel and amaxingly beautiful country .this resturant serves best Asian food also.in my next trip i ĺl visit again",19-Jun-19
,
It was a lovely evening breeze bar at the Shisha lounge. It was a great ambience and Priyadarshana was just amazing. He was very friendly and assisted us to have a wonderful evening. All in all it was wonderful.,19-Jun-19
,
Amazing food and excellent service at the London grill restaurant. Highly recommend the Steak . Shanker was extremely helpful and made sure our dinner was perfect. The Chef and all the staff were smiles all around. Thanks guys,18-Jun-19
,
"Gayan Buddhika was our server at the restaurant Chutneys. We were greeted with excellent, welcoming staff and delicious food for a great price. Wonderful stop on our vacation!! We will be back very soon!",18-Jun-19
,
"Good service, nice food served by Mr.Arshal/Gayan. We’ll hoping to re-visit this restaurant. Environment is fabulous and people who served food and taken the orders were well trained and professional. Cheers",18-Jun-19
,
"We had a very good time at Noodles. The food was yummy and the service was amazing. Specially Anuradha, Priyankara and Nilupul provided an excellent service and made us feel like at home! We visit CG quite often and their service has always been amazing! Would highly recommend! ",18-Jun-19
,
Loved the service and dropped by for a chill at breeze bar cinnamon grand. Priyadarshana was very helpful with the selections and overral a joveial character! Plus the live band adds a good vibe collectively.,18-Jun-19
,
Breeze bar doesn’t disappoint with their excellent service by their staff specially Priyadarshana who served us that night. I had a wonderful time after work with some chicken wings and some beer. Cheers for keeping up the service as i have been coming there for the longest time and these guys treat us like family.,18-Jun-19
,
"Service and food was excellent, the staff and Priyadarshana were so friendly and welcoming. We love coming here with friends to have some beers and a good time. Definitely one of our regular places :)",18-Jun-19
,
"I cannot speak highly enough of my friends at the cinnamon grand. at a recent stay I recall one of the staff at the Cinnamon Grand saying to me as I left, “Mr Carl, this is your home in Sri Lanka.” While it seems odd to regard a 5-star hotel with such affection, after staying there some 250 nights over many years, this is certainly true. The venue for countless formal and informal Deakin University events, the CG has built up a superb knack for hospitality. Recent events provide a salient reminder of how connected we all are, and indeed what a small and connected place Sri Lanka is. I was fortunate enough to visit again recently. The professionalism, warmth and humanity extended to me is not easily forgotten. Heartfelt Thanks folks. Carl",18-Jun-19
,
Nice ambiance and very tasty food. Writing this comment specially to thank Rashmika who was very professional as well as friendly during my visit to the restaurant. It was very welcoming and I was surprised to see local guests getting this kind of service from the staff. Keep up the good job. Don't know how I missed this place. We will be back soon.,17-Jun-19
,
"Beautiful restaurant with world class service and food presentation. There were only 4-5 fully vegan operations (2 appetizers and 3 soups) which is a bit surprising given it's a Noodles restaurant. To be fair, once can make substitutions. I had the pho-duck soup, it was very good and i'd have it again .",17-Jun-19
,
Excellent dinner - we tried the laksa and Shanghai noodles. We had a great service too - special mention to Nirosh! Would definitely recommend others to come and try out the restaurant here. We would come back for sure!,17-Jun-19
,
"We were happy to see the Lagoon back in action. As always Hashi, Lolitha and team were exceptional in their service and the food was excellent!! It is and will always be our favourite restaurant for sea food.We were so devastated when we heard about the Easter bomb attack in the Taprobane restaurant and so sad that some staff had lost their lives. May their souls RIP",17-Jun-19
,
The Captains allocated for our conference at Ivy Room 13-14 June were very responsive towards all requests and their staff were very supportive.Food at Grand has always been excellent.Well done to Andreia and team.,16-Jun-19
,
A big thank you to you and the cinnamon grand team for organizing our wedding during last December. I appreciate all the great service and good food. Such great Hospitality. Thank you once again. Appreciate it a lot. You guys were excellent !!!!!!Thank you for great planning and recommendations.,16-Jun-19
,
They were very hospitable from the time we entered the Restaurant. They were very friendly and very helpful in every aspect. The food was delicious and crab bisk was really yummy and Hashi helped us to get the details of it from Chef Abey . looking forward to patronising The Lagoon and the C.G. in the near futureThanks a lot.,16-Jun-19
,
"Even if you aren’t staying at the hotel, I would recommend coming to visit! The Tea Lounge on a Sunday evening is wonderful, with live jazz music. I was served by Lahiru, he was very helpful and kind. Great tea and cookies to finish off my Sunday evening",16-Jun-19
,
I am so glad to see Cinnamon Grand back in action once again. The hotel has been one of my default destinations when it comes to dining. What I love about Cinnamon Grand is that they have outlets for all budgets. I have been lucky enough to visit most of their restaurants. But my favorite has to be Noodles.Firstly the food is absolutely out of this world. I have never eaten a better Laksa anywhere else in the world. And the prices are surprisingly low for a five star hotel. In fact it is far cheaper than most wayside Chinese Restaurants in Colombo. And as an added bonus they also do great cocktails. When I heard about the Easter Sunday Explosion at the Taprobane I was heart broken. As I used to frequent the lunch and dinner buffet at that location. The manager whose life was taken by the explosion was someone I liked a lot due to his friendly personality.But I am glad that the hotel has reopened and wish them all success.,16-Jun-19
,
"Thank you for recommending this restaurant from the trip advisor.we happy tand friendly staff Food is so tasty highly recommend this restaurant.o here at the Lagoon.from beginning to the end we got a classy service by Hashi ,lakshan,savindra and prasadh.tgey worked as a team.very pleasant ",16-Jun-19
,
"A very vibrant and colorful atmosphere. The service was excellent, the staff were very attentive and also quick to respond. The food was excellent, I had a fun time using the chopsticks, and the chocolate lava cake was amazing. A must go place at least for once.",16-Jun-19
,
Came here for my farewell party. Food was brilliant and the service was better. The chocolate lava cake in specific was mouth watering. Overall a wonderful and happy experience. Great service from Camath. Would recommend 11/10.,16-Jun-19
,
Very good yummy chilled out Had a lot of good time and there is a lot of no d ppl around and in n o o d l e s you get the best lava cake in S r i L a n k a so this place is is just amazing and a wonder service provided by them,16-Jun-19
,
"We visited Cinnamon Grand hotel for the first time after the tragic events of Easter Sunday. The breakfast at the courtyard was back to its usual excellent standards. A special mention must be made of Dilanka and his team Praneeth, Kuma, keerthi and Thilini Chathurangika who made an extra special effort to welcome us back. Good luck ! We have full confidence that you will bounce back!",16-Jun-19
,
"We had a meal at The London Grill Restaurant yesterday. We ordered the Chateau Briand and the Surf & Turf. We asked for Rare + Steaks, and thats exactly what we got. Brilliant food.The Bread, Butters, and the other sides were good too.. The Restaurant still has the same charm, and the same quality. Keep it up.The Pianist was also very good.Service was perfect. Spotless. Trevin, Shanker, Denver and Arffin were friendly, efficient. And as usual to end the service, we received 6 Ice cream Chocolates, and was super tasty. Keep up the good work! I highly recommend the Steaks.Thanks",15-Jun-19
,
"We thoroughly enjoyed our breakfast at the noodles buffet this morning.The spread the was great with a super selection of srilankan, Indian and continental food.A special thank you to the staff: praneeth, dilanka, keerthi, Tyrone, Kuma and kularuwan for a spectacular service.",15-Jun-19
,
We had our mother’s birthday dinner at Noodles at Cinnamon Grand colombo. The food and the ambiance was far more than good! It was one of the best experiences we’ve had in a long time. The staff was also really helpful! They helped us surprise our mother and she was speechless. We would always recommend Cinnamon Grand to everyone as they know how to deliver the best and are starting to stand up again stronger than before!,15-Jun-19
,
Really loved it here. The food was awesome and there was a wide selection as well. Excellent ambience and comfortable environment. Staff was really friendly and helpful and specially hashi ; she went an extra mile to make sure we had everything we needed. Will definitely come here again :),15-Jun-19
,
Simply love the atmosphere. The food is excellent and love the cocktails and all the other fun stuff out of the menu. Love the place because it is so homely over here. Everyone from staff to others should really try thus place out.,15-Jun-19
,
Delicious food and quality service. Chamath who was a service staff member was very helpful in deciding the menu for us and we had a fantastic time at noodles. We felt very free and relaxed and will surely come again. This is like my 4th visit at noodles because their food and service is on point,15-Jun-19
,
The food and the service was great and loved the atmosphere. Specially the service we received from Chamath. Very friendly atmosphere and gives a homely feeling to enjoy with family and friends. Overall it was aa excellent experience.,15-Jun-19
,
Fabulous setting. Highly recommend. Very calm and relaxing. Nice music is played in the background. Very friendly staff and excellent service. Thanks to Nuwan and Suren. The food is great too. Cinnamon Grand is a great place to be.,15-Jun-19
,
"Wow, as that was our first visit to Cinnamon Grand Colombo, it was a nice experience for us. Staff was so friendly and they arranged a charming place for us. We were able to chat and have a romantic experience. Food was really nice and we enjoyed a lot. Thank .highly regaman mangala and gayan.",15-Jun-19
,
I checked from the trip advisor.so tempted to eat seafood heard that lagoon is one of great seafood restaurant at Cinnamongrand.They proves it because we really enjoyed our meal so tast Milroy was taking down the order.good combination.From Hashi girl got a good service.,15-Jun-19
,
"Finally back in Colombo at my favorite hotel, the Cinnamon Grand, just two months after the terror hit the place with full strength. It is amazing that they have kept the hotel open all the time. Now all facilities except the Thai restaurant are open, and staff is more friendly, attentive and service minded than ever before. And the fantastic sea food restaurant is as good as, or even better than before. Too bad it is still a bit quiet. These brave people need all our support not to allow for the terrorists to win, so if you have not booked your summer vacation yet, come to Colombo and stay at the Cinnamon Grand, you will not regret it. all the time. ",14-Jun-19
,
"Would greatly recommend the amazing food and service at Chutneys restaurant in #CG. With the recent visit to the place yesterday, we were thrilled to see the come back from the tragic incident, in all ends. From the security measures to the yummy range of food and heartfelt service and care, #CG has made it out of all.Should specially mention #Gayan for his level of care and service at the chutneys restaurant. Good stuff #CinnamonGrand Cheers!!",14-Jun-19
,
Attentive and hospitable staff. Security is tight (but I'm not complaining) because of the Easter Sunday bombing but the hotel has gotten back her feet. Highly recommended to all travelers to Colombo to experience the usual Sri Lankan hospitality. Restaurants serve good food at reasonable prices. Hotel is also attached to a mall next door with a supermarket that closes at around 2100hrs / 2130hrs. ,14-Jun-19
,
We always come here to celebrate any of our special moments. The staff is very kind and friendly. We are always warmly welcome by the staff. One of the best in the Colombo town if you need to try any kind of Singaporean/ Japanese/ Thai meals. We always like warm welcome from the entrance. Thank you so much for all ,14-Jun-19
,
We had a fantastic evening and the food was excellent! The staff were very friendly especially Nirosh to make our dinner a great experience. The atmosphere was very welcoming as well and it is always a better experience every time we visit.,14-Jun-19
,
"We went there for a dinner with my friends. The staff is friendly and flexible. Location also fit for the purpose but little bit rush in peak times. Delicious food, nice place, friendly service and reasonable prices in same range.mangala and Gayan diligently make special us",14-Jun-19
,
It was very pleasing to visit this amazing resturant. Food is mouthwatering and the staff was super freindly. We will defineatly revisit. Thanks everyone for making our dinining experience wonderful. Thanks,14-Jun-19
,
"Super food and a great service by friendly staff. Food menu had been upgraded with new additions and the portion size is great, and filling. Over all great service with value for money, we shall visit again and again. Would highly recommend. 5 stars",14-Jun-19
,
"One of our regular visits to this excellent hotel. We had a scrumptious afternoon Tea, which we enjoyed. The Service was superb as usual. Congrats Cinnamon Grand. Friendliness being the highlight of any visit to this hotel! We were served by Mr Suren & Mr SammukaWe will return as often as possible. ",14-Jun-19
,
Had a great time. So glad to see our favourite restaurant was crowded again with all food lovers .As locals we should patronize our own local business.they have arranged a surprising anniversary cake which was soo welcoming,14-Jun-19
,
Very good customer service I’ve ever had.I had this mlesna tea for the first time it tastes superb..Mr.priyadharshana served us really very well..Live music bar is fantastic Food also superb..keep up it up guys,14-Jun-19
,
"Very good customer service Excellent customer service by the staffsAtmosphere is awesome. shisha is superb and the coffee, food also Mr. priyadarshana treated us really well .. excellent service ever thank you so much..Thank you mr. meril",14-Jun-19
,
great service by Rahuman and Nadana.and also captain chamal gave good recommendation nice to come and dine with Lagoon Restaurant.food was great always fresh and so tasty food .seafood chowder was so creamy and smoothy.smoked salmon was so fresh.,14-Jun-19
,
My stay at the Cinnamon Grand was immensely pleasurable.. as usual Sam at the concierge was present in his ever friendly way to warmly welcome and assist and ensuring that I was looked after comfortably and well..the staff at the reception so warm and welcoming too..didn’t miss home at all with their warmth and friendliness..thank you again Cinnamon Grand for the wonderful stay..much appreciated..see you all soon..best wishesSaira Adwani Attached pic - view from my room ❤️,14-Jun-19
,
We are always patronising Lagoon Resturant mainly our favourite is Lagoon.we are happy to hear that Lagoon is back.as usual pleasant welcome by Hashi.had a chat with us for a while.Order taken by Ranjith he always knows our special.and also thank you chef Priyal and the team making us delicious mouth watering food.Will be back,14-Jun-19
,
"A special 'thank you' to Ms. Madhu Samarasinghe and the rest of the staff at Cinnamon Grand, Colombo for their excellent coordination/management and best support in order to provide us with a super service with unimaginable facilities for my daughter's Wedding on the 18th of May 2019, to make the function a great success.",13-Jun-19
,
One of the best hotels in Sri Lanka. Really amazed how they have come around after the tragic incident. Love the food and the courteous staff. Should admire the great hospitality at Noodles also Mangala he gave a wonderful service to us,13-Jun-19
,
This is the first time i came to Cinnamon Grand after the tragic incident.i was really amazed with hotel team and ambience as i didn't feel that they have faced something like that. As always food was superb at Noodles. And should say the hospitality from the staff and i must mention the wonderful person who serve us Mr.Mangala. which gave us homely feeling.Thank you cinnamon grand for giving us a wonderful experience,13-Jun-19
,
After busy days had a great time at Cinnamon grand shisha lounge at pool side in a rainy day it's a cool place to chill with friends and family Thank you Mr Priyadarsana for your great service in a bad weather We are hoping to comeback again ,13-Jun-19
,
Today is a wonderfull day in my life. specialy thank for cinnomon grand chutney restaurant staff and mr gayan buddika who has delivered a good service to us the are very kind. other thing is the tasty food of this reataurant. its very delicious night dinner out with my familyThank you allSpecialy for gayan buddikaChutneys restaurant,13-Jun-19
,
"One of our favourite restaurants in colombo. Tasty food and really nice people. We were guided by the restaurant manger with our order and the combination was great. We didnt have the Modha thai red curry which is one our favourite dishes at the lagoon but the grilled modha with garlic butter which we had today tasted even better. We were well taken care of by Ranjith and his team(Hashi, Chamal, lolitha and the rest of the staff).",13-Jun-19
,
This is our first visit to noodles. It was a great evening to us with the warmth welcome and the generous service. I recommend mind blowing cherry blossom fresh Juice specially and the noodles was so delicious!,13-Jun-19
,
Everything is just amazing. We went to NOODLES restaurant. Great food to friendly staff. Tried out their Mee goreng and a Tropical Cooler(mocktail). It's just perfect and the prices are reasonable. Definitely coming back again.,13-Jun-19
,
Had a Very nice time with my friends starting the evening with a Sunset :pService is really good and I'm glad I followed a recommended dish. It's good to see such beautiful people in our beloved country.Sri lanka united. <3,13-Jun-19
,
"Cinnamon grand has been one of my haunts in Colombo and the restaurant Noodles has been a strong favorite. The service here is wonderful and the food never disappoints. One of my favorites here is the Laksa, which is just right amount of spice (I've posted a picture). But saying that, everything I have had here as been amazing. The service, like i mentioned is very professional and the waiters are very accommodating. If you have a reluctance to eat mushrooms for example, like my son does, you can always explain to a waiter and he will make sure there isn't a trace of it in your dish.Visit Cinnamon Grand and Noodles today!#BackAtCG#BackAtCG",13-Jun-19
,
We had a wonderful time having lunch. I would sincerely invite everyone to come visit this fabulous restaurant. Great italian food with the best service. The ambience was beautiful and loved. Thanks for accommodating us and will be back soon,13-Jun-19
,
The food was very good. The new menu is very interesting. Th service was excellent. We like the atmosphere of the restaurant and it was very relaxing. The staff including Pradeep who served us were very attentive and friendly. We had great time and definitely visit again ,13-Jun-19
,
"Our first night stayed in Cinnamon grand Hotelwhich is situated closer to all hot spots in Colombo. Staff is very attentive ,helpful and friendly. Very high security after recent Easter Attack.Homely place to get away .",12-Jun-19
,
A warm welcome friendly service is admiarable.specially laticiaThey do the best for guests to forget about trgedy that took place in last April.lovely restuarent for vegetarians &non vegetarians too.,12-Jun-19
,
"superb service and great coffee.. exceptional customer care by staff named Priyadarshana! would definitely recommend the place and will be visiting more often when in Sri Lanka! look out for the above mentioned staff, he's the best around!",12-Jun-19
,
"I was bit apprehensive to visit CG after the sad event which took place in April, I had cocktails and food at the Lounge. The staff was friendly, efficient and hospitable. Especially our host Nuwan and Milano. Ended up at the cafe for coffee and dessert. Greeted by more friendly staff.I will be back, we should all get back to the Grand.",12-Jun-19
,
"Priyadarshana is the best in shiaha lounge is the best ,, the view is amazing besides the pool The cocktails also is yummy ,,first time in Colombo until the next time ,, Hotel rooms is huge and clean and the hotel contains 12 restaurants ",12-Jun-19
,
"Good person,he mention the every promotions and every thing about the cheers pub ,thank you MR ThilinaHave grea day with my friends with cheers pub again and again thank you brother for the treatments",12-Jun-19
,
"We visited the Noodles restaurant for a team dinner outing. It's a great place to hang out and have casual sit down dinner with collegues, friends or your loved ones. The food was great and enjoyed the flavorful food. I ordered the Shanghai noodles dish and it was a superb. After the bombing they have increased the security heavily and we feel safe during the stay. The chef for the day was Mr oruwila and he did a great job with the food. And mangala who is the manager took great care of us. I thank them all for providing a great service. And I feel now the security has been increased and feels safe for anyone to come back to this hotel and Sri Lanka.",12-Jun-19
,
Really good place for a team outing or a family dimer. Nice & Calm place. Recommend this place. Food was awesome among with the surroundings. with pleasant and service and Friendly and polite Staff. Nothing to Complain about.,12-Jun-19
,
Quite and calm place with good hospitality.Foods are superb. Staff in the restaurant are very helpful and friendly.Really enjoyed the dinner with my friends and hope to visit again in near future . Cheers..!!! ☺️,12-Jun-19
,
Today as a great day...Your the team incredible & greatefull for the awesome saurvis.. Foodstuffs are very tasty i wish you all Go forward and all the bestThank you Mr.GayanFor your excellent service..,12-Jun-19
,
"First time here after the unfortunate incident. The ambiance is still the best in town! The food is great and the service is awesome!! And guess what? We got 50% off on our wine..!!! It’s such a good news that this place is open again..! It was a weekly place for me, and it will be the same again! A huge thanks to the London Grill staff!!!! Can’t wait to visit again!",12-Jun-19
,
Priyadarshana & Chandika gave us a good service. This place is calm and really nice to have a good time with your loved ones. It’s safe and amazing as before. We got good promotions as well and the good service with a nice music band.,12-Jun-19
,
Calm and quiet... Awesome service... Has some chill music... The atmosphere is awesome to relax and have a good time.... The food is also good.... Great promos given on weekdays also.... A nice place to come and have a chill time..... ✌,12-Jun-19
,
I always end up at Cinnamon grand because of the quality of their service and excellent food. Tea lounge is one of the best place to have a quick meeting or catching up session with friends specially when Manager Suren and Nuwan is around. And Noodles for dinner never failed us and wanting to go there frequently. Thanks Gayan Chamath and Priyankara for your excellent service,12-Jun-19
,
Today i accompanied my family with lunch in the hotel.from the time it was included in the Chutney restaurant we appreciate your Staff's and should be noted here that we sincerely thank Mr.Gayan.Thank,12-Jun-19
,
A friend and I went today for dinner and I must say I was impressed with the food and the service. The music was good and the mood was just right. Suren was the manager who attended to us and made sure that everything was perfect. Thank you so much to everyone! Will be back soon.,11-Jun-19
,
"Came for dinner at the London Grill for the first time after a while, the food and service is the best of its class. (No change there)! Thanking the whole team for making this a great evening yet again! Will be coming back l!",11-Jun-19
,
Excellent food and service. The restaurant staff were very professional and courteous. We will definitely come back with family and friends again. Mangala was the best. There was a variety of food to choose from. The desserts were yummy. Amongst my favourite was banana fritters,11-Jun-19
,
We visited noodles cinnamon grand for dinner. Food here is excellent and worth the money! Great ambiance and big potions.. really good and friendly staff.. Enjoyed to the fullest! I had the Pad Thai Noodles.. my personal favorite dish at a times!,11-Jun-19
,
"Came for dinner with friends at Noodles. The food was excellent, as well as the service. The portions were great. The manager Mr. Mangala and Ms. Vishaka were eager to help. I highly recommend the place.",11-Jun-19
,
"Packed restaurant, extremely popular. The food is outstanding and the service is excellent. You have to try the duck ramen soup. Enjoy. Mangala will take great care of you. Great chefs and pleasant surroundings. ",11-Jun-19
,
"Great ramen bowl and glass noodles made our evening. Cocktails were sublime. We were really greatly taken care of by our friends at Cinnamon Grand - Mangala, Herby, Gayan and Thushar. Come join them when you can.",11-Jun-19
,
"If you are in Colombo make sure to head over to echo at Cinnamon Grand. This restaurant offers great food, excellent service and a wonderful atmosphere. This place should not be missed out when in Colombo for an outstanding and unique experience.",11-Jun-19
,
Amazing service and food as always. Our kids love the place and had a wonderful playtime. Mattilda and Thillina were excellent with their services. Thank you Cinnamon Grand for a relaxed evening!! Will be back soon!!,11-Jun-19
,
It's always a great experience here at Noodles (Cinnamon Grand). The food is consistently top notch as well as their service.Among my favorite restaurants in Colombo!Special thanks to Nirosh for being an amazing waiter!,10-Jun-19
,
"This is my first time in Sri Lanka and it is beyond amazing. The Whiskey Lounge in the lobby of the hotel is a great evening hangout, Lihiru and Niroshan make impressive cocktails.I've never done a review before but I had to make an exception. 5 STARS.",10-Jun-19
,
Probably the best seafood restaurant in the city. The food is soo mouthwatering and the credit I think should go to chef Abe and the team. The staff was so pleasant and always smiling. Will be seeing us regualry hereafter,10-Jun-19
,
"Piyankara and nirosh - Best service and the food is delicious, good a night date and surprise.They made our day awesome bad beautiful.Try the noodles and soup which is really tasty.Good place for privacy.Thank you.",10-Jun-19
,
"Had a wonderful lunch at breeze bar. I had a supreme of modha and dessert . It was delicious. Staff is very friendly and helpful. Special thanks to fahad , pryadarshana, manager upali and mr Travis. Highly recommend this place ",10-Jun-19
,
"Last month, May 2019, we have dine at one if the restaurant in this Hotel named Lagoon Restaurant. I find this restaurant wonderful, they have provide a great and excellent service, staffs are friendly and amazing, specially Mr. Danuka who treated as excellently. So i can definitely say that, I , personally will come again and dine and recommend this restaurant with my friends and family, as well as those who might read this. Thank you and Good Job!!!! Mr. Danuka. Excellent...",9-Jun-19
,
Reopened.we r happy to be back in our favourite venue and the service is still exceptional. Live music is played and wonderful atmosphere to spend the evening.thanks priyadarshana who always provide customize service to us and very friendly individual and thanks to all the staff at breeze bar. Wonderful team.,9-Jun-19
,
Great food and lovely atmosphere .I l like definealyly recommend to anyone.surprised to see the things are back to normal sooner than expected.wish them all the best a nx hope they will get more business.Request everyone to patronise .This is the time whole country to get together,9-Jun-19
,
Excellent service provided by staff (Chamath). Chamath was kind enough to get us a drink off the menu when we requested for it. Good food and very reasonably priced. Their laksa and the lava cake is a must try.,9-Jun-19
,
"Great seafood restaurant , fresh seafood, well prepared. courteous staff. Our steward Lakshan was an exceptional young man with pleasant positive attitude. I recommend the Sri Lankan white fish curry with modha/barramundi dish. a must visit place !",8-Jun-19
,
"This hotel has some of the best restaurants in colombo.After the easter attacks security measures are in place and we felt completely safe whenever we visited noodles, chutneys and coffee stop. The food and service is exceptional as always.",8-Jun-19
,
"It is the best sports pub we visited and we are glad that we made this move to enjoy our evening with the excellent service they extend to all there guest at the Pub Specially Damith with his excellent knowledge of the menu explaining to us what is the best to order , He is a good asset to the company who promotes and uplifts the outlet to its best We would highly recommend every one to visit this sports pub which serves a unique service in the heart of Colombo ",8-Jun-19
,
Chutney's is the quintessential go to restaurant if you're looking for some good Indian food. Wonderful atmosphere and a friendly service to compliment it. Shout out to Rashmika for the wonder service he provided us. 10/10!,8-Jun-19
,
"Had a good time with my friend after a long time at cinnamon grand. Lovely ambiance, delicious food and great hospitality. Love their laksa and green tea ice cream. There are several security check points to ensure safely.",8-Jun-19
,
We came to noodles to have lunch and it was a great experience! The staff was extremely helpful with choices and the food and beverages were of excellent taste and quality! In deed a great place to visit with friends and family!,8-Jun-19
,
It was good lunch with reasonable price. And staff was very frinedly and we had a great time up there.love this place. Recommond for family gatherings and friends gatherings. Really good noodles and i frefer soup noodles,8-Jun-19
,
We been coming to this restaurant so many times very regular.Lagoon people always taking care of us very well.giving a best classy service from them.Hashi guest relation girl tried to giving a good hospitality service telling about her Hotel and the restaurant.Manager Mr Ranjith and Eranga they have trained them proper manner.Food as usual amazing.,8-Jun-19
,
Had a great lunch out with friends. Food was lovely and the prices were very reasonable. Hotel ambience is completely back to normal after the attacks and the staff members made us feel welcome and had an excellent service. #backatcg,8-Jun-19
,
Had a awesome time @ chutneys restaurants @ cinnamon Grands Colombo. Awesome food and awesome service make us delighted to visit again and again. Special thanks to Rashmika who provided a star class service and which made our time more comfortable.. Thanks rashmika for amazing service. ,7-Jun-19
,
Nirosh treated my friend and I really well. I would really recommend Noodles as their food is great. Their warm ambience makes it an extremely welcoming place to dine. I've been a constant diner here and would recommend Noodles!,7-Jun-19
,
The music at Cinnamon Grand is absolutely great on a Friday night. It takes you down memory lane and makes you want to come back for more. The service is great and friendly especially with guys like #curator #Sammuka and the team.,7-Jun-19
,
"I’ve always been a fan of the hotel and visited today evening. The staff is gracious. Food is good. Tonight visited Noodles. Had the Vietnamese Fish in Claypot with rice. My favourite and it never fails. I always recommend Cinnamon Grand as the best hotel in Colombo, both for dining and other amenities. Aamina",7-Jun-19
,
"My friends and I returned to CG after the Easter attacks, the hotel is as amazing as ever. The food is still as great and the service is par excellent. Keep growing from strength to strength #BackatCG",7-Jun-19
,
The food at noodles was faboulous. The serivce wss extrenly good. They made evry dish on time and there wasnt any hassles. The food tasted excellent and would definitly recommend this restaurant as the food is cheap and extremly tasty,7-Jun-19
,
"I would said Echo at Cinnamon Grand is the best place to taste authentic Italian , in as much as, the food taste so much like what you get in Italy itself, and the service and tha ambiance there is impeccable , specially the services of the curator Pradeep who served us food was very helpful and and friendly . I would definitely re-visit the place in the near future !Thanks",7-Jun-19
,
Visited The Lagoon and the staff was very friendly and especially Dilani. Its happy to see the business ia back to normal and Lagoon rrsturant defineatly serves the best seafood in colombo .we should visit here more often,7-Jun-19
,
Great service and equisite food for a lovely evening with friends.. we ordered the fried calamari which was recommended by the staff and it was fabulous.. glad to see that the hotel has returned to its grandeur after the unfortunate incident..,7-Jun-19
,
"What a warm welcome i got from the london grill team.it was absolutely amazing, they remembered all my regular orders .bravo to the team led by Trevin,curator shanker,vinoth and denver,i will definitely be back ver soon.thanks for the wonderful time boys...",7-Jun-19
,
After the Easter bombings I had a visit to my favorite restaurant Noodles and nothing has changed!!! Best service and food!!! Who ever is having cravings for Japanese and Chinese food please visit!! Priyankara Mangala Abd Gayan gave us an exceptional service!!! Cheers!!!,7-Jun-19
,
"Thank you Rashmika, great service as always. My go to lunch/dinner at any given day... food has always been good, great quality and flavour. Amazing staff and ambience. It’s a pleasure to be around my fav location in Colombo",7-Jun-19
,
Blessed to back at Cinnamon grand after ages Came to do my favorite shoe spa session thanks to Sajith he done a very good job with the shoes never expected him to do it so well thanks buddy it was wonderfully & fantastically done by you. Thanks again I will keep on coming to do it ,6-Jun-19
,
"my husband and I always hang out at the coffee stop at CG working on our laptops. Great food, great coffee, great wifi, awesome staff and most importantly very affordable. you guys are doing a great job. if I'm early and lucky the Nutella eclair would be available! haha! wishing everyone all the best!",6-Jun-19
,
"We are a bunch of travel buddies who have grown closer than we could ever imagine. So, any kind of milestone, achievement always calls for a celebration. With that said we were celebrating our friends' bday on 6 June. Without any hesitation, she picked Chutneys @CG. The night was made more than perfect for us and especially for the bday girl. The food, the cake, and the service were top notch. A big thank you to their staff - Namal Jayalath, John Ragu and Gayan Buddika. You are great in what you do and we will back to celebrate many more special moments.",6-Jun-19
,
"Security is now in place. People are coming back. Love the Coffee Stop next to the atrium for its food and staff: Dilusha, Mishad, Dilshan, Bala and Nilupul. Excellent sea food at the Lagoon and good fusion at Noodles.",6-Jun-19
,
